account_id,amount,date
2,-402.13,2019-02-10
2,-181.91,2019-02-07
2,500.0,2019-02-04
2,-3.91,2019-02-02
2,-145.08,2019-02-02
2,-8.08,2019-02-02
2,7.93,2019-02-02
2,-7.93,2019-02-02
2,-9.61,2019-02-02
2,-26.33,2019-02-02
2,-15.53,2019-02-02
2,15.6,2019-02-02
2,-15.6,2019-02-02
2,-13.16,2019-02-01
2,-144.22,2019-01-29
2,1000.0,2019-01-28
2,-15.86,2019-01-25
2,-14.9,2019-01-25
2,-250.0,2019-01-25
2,-2.84,2019-01-20
2,-5.0,2019-01-19
2,-5.0,2019-01-18
2,-19.56,2019-01-15
2,-50.0,2019-01-15
2,-10.2,2019-01-11
2,-5.0,2019-01-11
2,200.0,2019-01-09
2,-2.0,2019-01-07
2,-1.17,2019-01-06
2,1.0,2019-01-06
2,-6.9,2019-01-05
2,-12.0,2019-01-05
2,-52.89,2019-01-02
2,-29.0,2018-12-29
2,-27.99,2018-12-27
2,-1.0,2018-12-26
2,-14.9,2018-12-25
2,-1800.0,2018-12-24
2,2000.0,2018-12-20
2,-50.0,2018-12-19
2,-150.0,2018-12-19
2,-12.5,2018-12-19
2,-27.8,2018-12-19
2,-13.7,2018-12-18
2,-4.7,2018-12-17
2,-11.4,2018-12-16
2,-13.0,2018-12-16
2,-18.4,2018-12-15
2,-1.9,2018-12-14
2,-2.0,2018-12-11
2,-19.0,2018-12-06
2,-3.3,2018-12-05
2,3.0,2018-12-03
2,-3.0,2018-12-03
2,-3.0,2018-12-03
2,-15.5,2018-12-02
2,-35.4,2018-11-29
2,-5.85,2018-11-25
2,-14.9,2018-11-25
2,-7.2,2018-11-25
2,-7.2,2018-11-25
2,-3.07,2018-11-25
2,-10.0,2018-11-25
2,-7.5,2018-11-25
2,-109.4,2018-11-24
2,-16.5,2018-11-24
2,-16.5,2018-11-24
2,-12.5,2018-11-24
2,-24.9,2018-11-24
2,-18.63,2018-11-24
2,-10.0,2018-11-24
2,-12.5,2018-11-23
2,-74.0,2018-11-23
2,-4.95,2018-11-20
2,-9.2,2018-11-10
2,-30.0,2018-11-09
2,-6.2,2018-11-08
2,-6.2,2018-11-08
2,-3.3,2018-11-08
2,800.0,2018-11-07
2,-62.6,2018-11-06
2,-5.5,2018-11-04
2,-7.0,2018-11-02
2,-6.5,2018-11-02
2,-19.47,2018-11-02
2,-5.88,2018-11-01
2,-10.0,2018-10-31
2,15.0,2018-10-31
2,-14.9,2018-10-25
2,-4.78,2018-10-24
2,7.0,2018-10-22
2,-11.3,2018-10-19
2,-1.48,2018-10-17
2,-6.2,2018-10-14
2,-17.0,2018-10-14
2,-2.1,2018-10-13
2,-7.0,2018-10-13
2,-7.0,2018-10-12
2,-9.0,2018-10-11
2,30.0,2018-10-10
2,-7.19,2018-10-09
2,250.0,2018-10-08
2,-23.04,2018-10-07
2,-3.73,2018-10-07
2,-2.7,2018-10-07
2,-24.39,2018-10-07
2,-4.88,2018-10-06
2,-15.4,2018-10-06
2,-4.41,2018-10-06
2,-1.62,2018-10-06
2,-5.0,2018-10-05
2,-108.24,2018-10-04
2,-42.13,2018-10-04
2,-3.96,2018-10-03
2,-36.23,2018-10-03
2,-0.88,2018-10-03
2,-26.98,2018-10-03
2,26.87,2018-10-03
2,-26.87,2018-10-03
2,-5.0,2018-10-03
2,-3.71,2018-10-03
2,-24.15,2018-10-02
2,-14.9,2018-10-02
2,51.87,2018-09-28
2,-20.8,2018-09-28
2,51.75,2018-09-27
2,-11.5,2018-09-27
2,250.0,2018-09-27
2,-30.0,2018-09-26
2,-2.0,2018-09-24
2,-8.0,2018-09-24
2,-2.0,2018-09-24
2,-30.0,2018-09-24
2,-8.0,2018-09-23
2,-56.31,2018-09-23
2,-4.2,2018-09-23
2,-20.0,2018-09-22
2,-18.95,2018-09-22
2,-12.0,2018-09-22
2,-14.0,2018-09-22
2,-5.5,2018-09-22
2,-9.0,2018-09-21
2,-51.87,2018-09-21
2,-28.25,2018-09-20
2,-4.6,2018-09-20
2,-20.0,2018-09-20
2,-51.75,2018-09-20
2,-8.9,2018-09-20
2,-8.19,2018-09-20
2,-16.0,2018-09-20
2,-20.0,2018-09-19
2,-11.2,2018-09-19
2,-71.0,2018-09-18
2,-97.5,2018-09-18
2,500.0,2018-09-18
2,-40.0,2018-09-17
2,-31.0,2018-09-17
2,10.0,2018-09-16
2,-11.19,2018-09-15
2,-28.0,2018-09-15
2,13.0,2018-09-15
2,-33.0,2018-09-14
2,-95.0,2018-09-14
2,-18.95,2018-09-14
2,-11.22,2018-09-10
2,-13.0,2018-09-10
2,-16.0,2018-09-07
2,-7.5,2018-09-07
2,-24.57,2018-09-06
2,-15.0,2018-09-06
2,-7.5,2018-09-04
2,-39.17,2018-09-02
2,500.0,2018-08-31
2,13.92,2018-08-31
2,-13.92,2018-08-31
2,-35.5,2018-08-30
2,-11.4,2018-08-30
2,-20.0,2018-08-30
2,-41.0,2018-08-29
2,-13.5,2018-08-29
2,-19.0,2018-08-28
2,-5.88,2018-08-28
2,-40.0,2018-08-28
2,-4.33,2018-08-28
2,-5.0,2018-08-27
2,-19.5,2018-08-27
2,-20.0,2018-08-25
2,-30.5,2018-08-25
2,-26.5,2018-08-25
2,-49.54,2018-08-25
2,-10.8,2018-08-25
2,-14.9,2018-08-25
2,-6.0,2018-08-25
2,-7.0,2018-08-24
2,-16.0,2018-08-24
2,-3.72,2018-08-24
2,-15.0,2018-08-23
2,-4.3,2018-08-22
2,-17.6,2018-08-22
2,-5.0,2018-08-22
2,-21.0,2018-08-22
2,-21.96,2018-08-21
2,-26.41,2018-08-20
2,-52.38,2018-08-20
2,-40.14,2018-08-20
2,-9.5,2018-08-17
2,-20.0,2018-08-17
2,-10.0,2018-08-16
2,-17.7,2018-08-15
2,500.0,2018-08-15
2,-46.5,2018-08-14
2,-1.5,2018-08-13
2,-4.8,2018-08-13
2,-11.75,2018-08-10
2,-20.0,2018-08-10
2,-22.5,2018-08-09
2,-10.0,2018-08-09
2,-5.5,2018-08-08
2,-13.0,2018-08-08
2,-52.0,2018-08-08
2,-3.5,2018-08-08
2,-14.0,2018-08-07
2,-5.3,2018-08-07
2,-11.4,2018-08-03
2,-9.45,2018-08-03
2,-20.0,2018-08-03
2,-8.9,2018-08-02
2,-32.0,2018-08-01
2,-3.3,2018-08-01
2,-11.0,2018-08-01
2,-3.5,2018-07-31
2,-15.0,2018-07-31
2,29.0,2018-07-31
2,500.0,2018-07-30
2,-36.33,2018-07-27
2,-15.0,2018-07-27
2,-9.0,2018-07-27
2,-8.0,2018-07-27
2,-7.0,2018-07-27
2,-6.07,2018-07-26
2,-37.0,2018-07-26
2,-5.2,2018-07-26
2,-26.0,2018-07-25
2,-9.5,2018-07-25
2,-14.9,2018-07-25
2,-11.7,2018-07-24
2,-10.0,2018-07-24
2,-29.0,2018-07-24
2,-29.0,2018-07-23
2,-5.5,2018-07-23
2,-20.0,2018-07-23
2,-7.0,2018-07-22
2,-14.0,2018-07-22
2,-40.0,2018-07-15
2,-28.5,2018-07-13
2,-8.73,2018-07-12
2,-32.9,2018-07-11
2,-40.0,2018-07-11
2,-28.5,2018-07-11
2,-12.9,2018-07-10
2,-18.3,2018-07-10
2,-20.0,2018-07-10
2,500.0,2018-07-10
2,-4.95,2018-07-10
2,-13.5,2018-07-09
2,-50.0,2018-07-08
2,-13.84,2018-07-08
2,-28.0,2018-07-07
2,-3.55,2018-07-07
2,-4.66,2018-07-07
2,-0.01,2018-07-05
2,-4.5,2018-07-01
2,-13.5,2018-07-01
2,-14.0,2018-07-01
2,-53.0,2018-07-01
2,-8.8,2018-06-30
2,-11.0,2018-06-30
2,-13.0,2018-06-30
2,-23.8,2018-06-30
2,-30.5,2018-06-29
2,-33.5,2018-06-29
2,-27.4,2018-06-28
2,-20.0,2018-06-27
2,-2.95,2018-06-26
2,-23.84,2018-06-25
2,-14.9,2018-06-25
2,-18.5,2018-06-24
2,-17.8,2018-06-23
2,-24.48,2018-06-23
2,-24.4,2018-06-23
2,-35.28,2018-06-22
2,-20.0,2018-06-21
2,500.0,2018-06-20
2,-200.0,2018-06-19
2,-13.3,2018-06-19
2,30.13,2018-06-19
2,-23.78,2018-06-18
2,-87.8,2018-06-15
2,-6.5,2018-06-14
2,-5.35,2018-06-12
2,-11.4,2018-06-08
2,-13.5,2018-06-07
2,-50.0,2018-06-07
2,-42.0,2018-06-07
2,-10.0,2018-06-06
2,1.0,2018-06-04
2,-12.1,2018-06-03
2,-39.0,2018-06-03
2,-13.0,2018-06-03
2,-9.0,2018-06-02
2,-39.0,2018-06-02
2,-17.8,2018-06-01
2,-9.6,2018-06-01
2,-20.0,2018-06-01
2,-2.64,2018-05-31
2,500.0,2018-05-31
2,-8000.0,2018-05-30
2,8000.0,2018-05-30
2,-25.6,2018-05-30
2,-9.0,2018-05-29
2,-14.0,2018-05-29
2,-27.49,2018-05-29
2,-2000.0,2018-05-29
2,-2.9,2018-05-28
2,-19.0,2018-05-28
2,2000.0,2018-05-25
2,-10.0,2018-05-25
2,-1.0,2018-05-25
2,-14.9,2018-05-25
2,-3.86,2018-05-24
2,-1500.0,2018-05-24
2,-1.95,2018-05-22
2,-68.8,2018-05-22
2,-6.61,2018-05-22
2,-65.5,2018-05-21
2,-10.0,2018-05-17
2,-200.0,2018-05-04
2,-23.9,2018-05-03
2,-1.0,2018-05-03
2,-12.0,2018-05-02
2,-250.0,2018-05-02
2,-20.0,2018-04-29
2,-20.0,2018-04-27
2,-8000.0,2018-04-27
2,10500.0,2018-04-27
2,-14.9,2018-04-25
2,-6.72,2018-04-21
2,-23.9,2018-04-20
2,-4.0,2018-04-20
2,-4.5,2018-04-19
2,35.0,2018-04-18
2,-5.5,2018-04-17
2,-20.0,2018-04-15
2,-9.42,2018-04-12
2,-4.0,2018-04-12
2,-85.0,2018-04-12
2,-17.9,2018-04-11
2,-7.74,2018-04-10
2,-30.0,2018-04-07
2,-350.0,2018-04-07
2,-5.48,2018-04-06
2,-18.76,2018-04-05
2,-5.5,2018-04-04
2,-8.39,2018-04-04
2,500.0,2018-04-04
2,-10.0,2018-04-01
2,-15.0,2018-04-01
2,-15.0,2018-04-01
2,-21.9,2018-03-31
2,-23.0,2018-03-31
2,-38.25,2018-03-31
2,-10.0,2018-03-30
2,-24.2,2018-03-30
2,-6.0,2018-03-29
2,-20.0,2018-03-28
2,-1.5,2018-03-28
2,-31.89,2018-03-27
2,-20.04,2018-03-27
2,-230.0,2018-03-26
2,-5.9,2018-03-25
2,-3.5,2018-03-24
2,-8.65,2018-03-22
2,-21.38,2018-03-21
2,4.5,2018-03-21
2,-37.0,2018-03-21
2,-4.5,2018-03-20
2,-4.5,2018-03-20
2,-6.0,2018-03-20
2,299.45,2018-03-20
2,299.45,2018-03-20
2,-299.45,2018-03-19
2,-299.45,2018-03-19
2,-299.45,2018-03-19
2,-5.5,2018-03-18
2,-2.99,2018-03-16
2,-8.0,2018-03-16
2,-19.96,2018-03-15
2,-100.0,2018-03-15
2,-28.5,2018-03-15
2,-8.8,2018-03-14
2,-5.0,2018-03-14
2,-1.5,2018-03-11
2,-13.39,2018-03-10
2,-20.0,2018-03-10
2,-10.0,2018-03-10
2,-20.0,2018-03-10
2,-30.0,2018-03-10
2,-20.0,2018-03-10
2,-8.81,2018-03-08
2,-1500.0,2018-03-08
2,-6.0,2018-03-07
2,51.71,2018-03-07
2,-3.9,2018-03-06
2,-8.45,2018-03-06
2,-5.0,2018-03-06
2,1000.0,2018-03-05
2,-8.6,2018-03-05
2,-400.0,2018-03-04
2,-2.5,2018-03-04
2,-12.75,2018-03-04
2,-7.2,2018-03-03
2,-13.47,2018-03-03
2,1.0,2018-03-03
2,-1.0,2018-03-03
2,-6.22,2018-03-02
2,1000.0,2018-03-02
2,1000.0,2018-03-02
2,-44.19,2018-03-02
2,-2000.0,2018-03-02
2,1000.0,2018-03-02
2,1000.0,2018-03-01
2,-32.0,2018-02-28
2,-1000.0,2018-02-28
2,1000.0,2018-02-28
2,-15.0,2018-02-27
2,-1000.0,2018-02-27
2,1000.0,2018-02-27
2,250.0,2018-02-27
2,-5.9,2018-02-25
2,-100.0,2018-02-23
2,-3.49,2018-02-22
2,-1000.0,2018-02-21
2,-1000.0,2018-02-21
2,1000.0,2018-02-21
2,-41.0,2018-02-21
2,-20.0,2018-02-20
2,-30.0,2018-02-18
2,-50.0,2018-02-16
2,-1.5,2018-02-16
2,1000.0,2018-02-16
2,-9.1,2018-02-16
2,-1.0,2018-02-12
2,-9.99,2018-02-11
2,250.0,2018-02-09
2,-5.9,2018-02-02
2,-250.0,2018-02-01
2,-500.0,2018-02-01
2,-403.29,2018-01-31
2,1000.0,2018-01-31
2,40.0,2018-01-25
2,-5.9,2018-01-25
2,-73.63,2018-01-24
2,-7.2,2018-01-24
2,-42.0,2018-01-22
2,-1437.82,2018-01-19
2,-23.05,2018-01-18
2,-12.9,2018-01-18
2,300.0,2018-01-17
2,-30.0,2018-01-16
2,-12.9,2018-01-16
2,200.0,2018-01-16
2,-10.9,2018-01-16
2,-9.52,2018-01-15
2,-14.01,2018-01-15
2,-7.7,2018-01-15
2,-9.53,2018-01-15
2,35.72,2018-01-15
2,-10.48,2018-01-14
2,-28.52,2018-01-14
2,-4.97,2018-01-13
2,-1083.85,2018-01-13
2,-4.0,2018-01-13
2,-12.26,2018-01-12
2,-4.39,2018-01-12
2,-12.46,2018-01-12
2,-93.0,2018-01-11
2,-9.99,2018-01-11
2,0.84,2018-01-11
2,-0.84,2018-01-11
2,-500.0,2018-01-06
2,-28.5,2018-01-05
2,-1000.0,2018-01-04
2,4000.0,2018-01-04
2,-2000.0,2018-01-02
2,-46.05,2017-12-29
2,-5000.0,2017-12-28
2,341.45,2017-12-28
2,6625.6,2017-12-28
2,-500.0,2017-12-28
2,464.22,2017-12-28
2,0.02,2017-12-27
2,0.14,2017-12-27
2,1.62,2017-12-26
2,-1.62,2017-12-26
2,-45.14,2017-12-25
2,1.0,2017-12-25
2,4.3,2017-12-24
2,-5.9,2017-12-24
2,-6.4,2017-12-23
2,-1000.0,2017-12-22
2,33.84,2017-12-22
2,19.0,2017-12-18
2,940.0,2017-12-18
2,-7.5,2017-12-16
2,-15.0,2017-12-16
2,-5.9,2017-12-16
2,30.0,2017-12-15
2,-111.89,2017-12-14
2,-15.0,2017-12-14
2,-1.0,2017-12-14
2,299.0,2017-12-14
2,-14.0,2017-12-12
2,-30.0,2017-12-09
2,-30.0,2017-12-09
2,-16.58,2017-12-08
2,-13.0,2017-12-08
2,-16.61,2017-12-08
2,-22.41,2017-12-06
2,100.0,2017-12-06
2,-28.5,2017-12-05
2,-1000.0,2017-12-05
2,1000.0,2017-12-04
2,-299.0,2017-12-02
2,23.0,2017-12-01
2,-32.85,2017-11-30
2,-47.51,2017-11-28
2,-6.0,2017-11-26
2,-40.0,2017-11-25
2,-7.5,2017-11-24
2,500.0,2017-11-23
2,-3000.0,2017-11-22
2,3000.0,2017-11-22
2,-325.0,2017-11-21
2,280.0,2017-11-21
2,-700.0,2017-11-20
2,-5.9,2017-11-16
2,-37.0,2017-11-15
2,-17.75,2017-11-10
2,-75.0,2017-11-10
2,-70.43,2017-11-07
2,29.76,2017-11-06
2,-29.76,2017-11-06
2,-1.27,2017-11-04
2,-13.16,2017-11-04
2,500.0,2017-11-03
2,-5.57,2017-10-31
2,250.0,2017-10-31
2,-137.15,2017-10-28
2,-22.61,2017-10-27
2,-91.98,2017-10-26
2,-0.36,2017-10-26
2,-128.74,2017-10-25
2,-14.7,2017-10-24
2,-24.07,2017-10-23
2,-14.71,2017-10-23
2,-4.79,2017-10-23
2,-85.91,2017-10-23
2,-235.18,2017-10-21
2,-20.81,2017-10-19
2,-5.21,2017-10-19
2,-60.0,2017-10-18
2,-72.69,2017-10-17
2,-500.0,2017-10-17
2,-20.9,2017-10-17
2,-2.25,2017-10-17
2,-10.91,2017-10-17
2,-2.29,2017-10-17
2,-15.39,2017-10-16
2,-5.9,2017-10-16
2,-10.14,2017-10-16
2,-31.41,2017-10-15
2,-234.3,2017-10-14
2,-7.42,2017-10-14
2,-13.0,2017-10-12
2,-30.0,2017-10-12
2,-500.0,2017-10-12
2,-20.0,2017-10-10
2,400.0,2017-10-10
2,-1.95,2017-10-07
2,-22.5,2017-10-07
2,1500.0,2017-10-06
2,-4.17,2017-10-03
2,-2.64,2017-10-03
2,-20.0,2017-10-02
2,-26.75,2017-10-02
2,-2.0,2017-10-01
2,-1000.0,2017-09-28
2,-4.95,2017-09-26
2,-30.0,2017-09-26
2,-30.0,2017-09-25
2,-20.0,2017-09-25
2,-26.5,2017-09-25
2,-4.5,2017-09-24
2,-34.5,2017-09-24
2,-22.57,2017-09-24
2,-53.89,2017-09-24
2,-44.91,2017-09-24
2,-73.92,2017-09-23
2,-45.18,2017-09-21
2,-2000.0,2017-09-21
2,-21.9,2017-09-21
2,-81.0,2017-09-20
2,-2000.0,2017-09-19
2,1000.0,2017-09-19
2,750.0,2017-09-19
2,-15.0,2017-09-17
2,-15.0,2017-09-17
2,-8.0,2017-09-17
2,-10.0,2017-09-17
2,-10.0,2017-09-17
2,-24.2,2017-09-16
2,-5.9,2017-09-16
2,-1000.0,2017-09-16
2,-20.0,2017-09-15
2,-2.0,2017-09-15
2,-4.14,2017-09-15
2,-90.0,2017-09-15
2,5000.0,2017-09-15
2,147.0,2017-09-12
2,-417.91,2017-09-11
2,-1000.0,2017-09-11
2,2000.0,2017-09-11
2,-21.68,2017-09-10
2,-552.15,2017-09-08
2,-6.18,2017-09-08
2,0.84,2017-09-07
2,-0.84,2017-09-07
2,-83.88,2017-09-07
2,-28.52,2017-09-07
2,-38.58,2017-09-07
2,-4.48,2017-09-07
2,-13.67,2017-09-07
2,-17.03,2017-09-07
2,-14.69,2017-09-07
2,-11.7,2017-09-06
2,-12.7,2017-09-06
2,-12.6,2017-09-06
2,-13.34,2017-09-06
2,-33.44,2017-09-06
2,-168.01,2017-09-06
2,-68.88,2017-09-06
2,30.0,2017-09-05
2,700.0,2017-09-04
2,400.0,2017-09-04
2,-7.37,2017-09-04
2,-6.83,2017-09-04
2,-1200.0,2017-09-01
2,1200.0,2017-09-01
2,-125.0,2017-08-31
2,125.0,2017-08-31
2,-137.0,2017-08-28
2,120.0,2017-08-28
2,-4.86,2017-08-27
2,-24.69,2017-08-26
2,-9.46,2017-08-26
2,-105.73,2017-08-25
2,-140.0,2017-08-19
2,-150.0,2017-08-17
2,450.0,2017-08-17
2,-80.0,2017-08-17
2,-5.9,2017-08-16
2,80.0,2017-08-16
2,-180.0,2017-08-12
2,140.0,2017-08-04
2,-11.94,2017-08-04
2,15.0,2017-07-24
2,-5.9,2017-07-16
2,-12.7,2017-07-07
2,-0.55,2017-07-05
2,-0.01,2017-07-04
2,-17.6,2017-07-03
2,-46.48,2017-06-28
2,-46.48,2017-06-28
